 "word","cnt","feetscore","feettype" 
 MCGALLEY,3,0-1-0,mud 
 MCGALLIARD,4,0-1-0-0,mud 
 MCGANN,2,0-1,mud 
 MCGANNON,3,0-1-0,mud 
 MCGARITY,4,0-1-0-0,mud 
 MCGARR,2,0-1,mud 
 MCGARRAH,3,0-1-0,mud 
 MCGARRIGLE,4,0-1-0-0,mud 
 MCGARRITY,4,0-1-0-0,mud 
 MCGARRY,3,0-1-0,mud 
 MCGARVEY,3,0-0-1,mud 
 MCGARY,3,0-1-0,mud 
 MCGATH,2,0-1,mud 
 MCGAUGH,2,0-1,mud 
 MCGAUGHEY,3,0-1-0,mud 
 MCGAUGHY,3,0-1-0,mud 
 MCGAULEY,3,0-1-0,mud 
 MCGAVIN,3,0-1-0,mud 
 MCGAVOCK,3,0-1-0,mud 
 MCGAW,2,0-1,mud 
 MCGEACHY,3,0-1-0,mud 
 MCGEARY,3,0-1-0,mud 
 MCGEE,2,0-1,mud 
 MCGEEAN,3,0-1-0,mud 
 MCGEEHAN,3,0-1-0,mud 
 MCGEEVER,3,0-1-0,mud 
 MCGEGAN,3,0-1-0,mud 
 MCGEHEE,3,0-1-0,mud 
 MCGEORGE,2,0-1,mud 
 MCGEOUGH,2,0-1,mud 
 MCGETTIGAN,4,0-1-0-0,mud 
 MCGHEE,2,0-1,mud 
 MCGHIE,2,0-1,mud 
 MCGIBBON,3,0-1-0,mud 
 MCGILL,2,0-1,mud 
 MCGILLEN,3,0-1-0,mud 
 MCGILLICUDDY,5,0-1-0-0-0,mud 
 MCGILLIS,3,0-1-0,mud 
 MCGILLIVRAY,4,0-1-0-0,mud 
 MCGILTON,3,0-1-0,mud 
 MCGILVERY,4,0-1-0-0,mud 
 MCGILVRAY,3,0-1-0,mud 
 MCGINESS,3,0-1-0,mud 
 MCGINLEY,3,0-1-0,mud 
 MCGINN,2,0-1,mud 
 MCGINNES,2,0-1,mud 
 MCGINNESS,3,0-1-0,mud 
 MCGINNIS,3,0-1-0,mud 
 MCGINNISS,3,0-1-0,mud 
 MCGINNITY,4,0-1-0-0,mud 
 MCGINTY,3,0-1-0,mud 
 MCGIRR,2,0-1,mud 
 MCGIRT,2,0-1,mud 
 MCGIVERN,3,0-1-0,mud 
 MCGIVNEY,3,0-1-0,mud 
 MCGLADE,2,0-1,mud 
 MCGLAMERY,4,0-1-0-0,mud 
 MCGLASHAN,3,0-1-0,mud 
 MCGLASSON,3,0-1-0,mud 
 MCGLAUGHLIN,3,0-1-0,mud 
 MCGLAUN,2,0-1,mud 
 MCGLINCHEY,3,0-1-0,mud 
 MCGLINN,2,0-1,mud 
 MCGLOCKLIN,3,0-1-0,mud 
 MCGLOIN,2,0-1,mud 
 MCGLONE,2,0-1,mud 
 MCGLORY,3,0-1-0,mud 
 MCGLOTHEN,3,0-1-0,mud 
 MCGLOTHIN,3,0-1-0,mud 
 MCGLOTHLIN,3,0-1-0,mud 
 MCGLYNN,2,0-1,mud 
 MCGOEY,3,0-1-0,mud 
 MCGOFF,2,0-1,mud 
 MCGOLDRICK,3,0-1-0,mud 
 MCGOLS,2,0-1,mud 
 MCGONAGLE,4,0-1-0-0,mud 
 MCGONIGAL,4,0-1-0-0,mud 
 MCGONIGLE,4,0-1-0-0,mud 
 MCGOUGH,2,0-1,mud 
 MCGOURTY,3,0-1-0,mud 
 MCGOVERN,3,0-1-0,mud 
 MCGOWAN,3,0-1-0,mud 
 MCGOWEN,3,0-1-0,mud 
 MCGOWIN,3,0-1-0,mud 
 MCGOWN,2,0-1,mud 
 MCGRADY,3,0-1-0,mud 
 MCGRAIL,2,0-1,mud 
 MCGRAIN,2,0-1,mud 
 MCGRANAHAN,4,0-1-0-2,mud 
 MCGRANE,2,0-1,mud 
 MCGRATH,2,0-1,mud 
 MCGRAW,2,0-1,mud 
 MCGRAY,2,0-1,mud 
 MCGREAL,2,0-1,mud 
 MCGREEVEY,3,0-1-0,mud 
 MCGREEVY,3,0-1-0,mud 
 MCGREGOR,3,0-1-0,mud 
 MCGREGORY,4,0-1-0-0,mud 
 MCGREVIN,3,0-1-0,mud 
 MCGREW,2,0-1,mud 
 MCGRIFF,2,0-1,mud 
 MCGROARTY,3,0-1-0,mud 
 MCGROGAN,3,0-1-0,mud 
 MCGRORY,3,0-1-0,mud 
 MCGRUDER,3,0-1-0,mud 
 MCGUANE,2,0-1,mud 
 MCGUCKIN,3,0-1-0,mud 
 MCGUE,2,0-1,mud 
 MCGUFFEE,3,0-1-0,mud 
 MCGUFFEY,3,0-1-0,mud 
 MCGUFFIE,3,0-1-0,mud 
 MCGUFFIN,3,0-1-0,mud 
 MCGUIGAN,3,0-1-0,mud 
 MCGUINESS,3,0-1-0,mud 
 MCGUINN,2,0-1,mud 
 MCGUINNESS,3,0-1-0,mud 
 MCGUIRE,2,0-1,mud 
 MCGUIRK,2,0-1,mud 
 MCGUIRT,2,0-1,mud 
 MCGURK,2,0-1,mud 
 MCGURN,2,0-1,mud 
 MCGUYER,3,0-1-0,mud 
 MCGWIRE,3,0-1-0,mud 
 MCGYVER,3,0-1-0,mud 
 MCHAFFIE,3,0-1-0,mud 
 MCHALE,2,0-1,mud 
 MCHAM,2,0-1,mud 
 MCHAN,2,0-1,mud 
 MCHANEY,3,0-1-0,mud 
 MCHARGUE,2,0-1,mud 
 MCHATTON,3,0-1-0,mud 
 MCHENRY,3,0-1-0,mud 
 MCHONE,2,0-1,mud 
 MCHUGH,2,0-1,mud 
 MCILHENNY,4,1-2-2-0,mud 
 MCILRATH,3,1-0-2,mud 
 MCILROY,3,1-0-2,mud 
 MCILVAIN,3,1-2-2,mud 
 MCILVAINE,3,1-2-2,mud 
 MCILVEEN,3,1-2-2,mud 
 MCILWAIN,3,1-2-2,mud 
 MCINERNEY,4,1-0-0-0,mud 
 MCINERNY,4,0-1-0-0,mud 
 MCINGVALE,3,1-0-2,mud 
 MCINNES,3,0-1-0,mud 
 MCINNIS,3,0-1-0,mud 
 MCINROY,3,1-2-2,mud 
 MCINTEE,3,1-2-2,mud 
 MCINTIRE,3,1-2-2,mud 
 MCINTOSH,3,1-0-2,mud 
 MCINTURF,3,1-2-2,mud 
 MCINTURFF,3,1-2-2,mud 
 MCINTYRE,3,1-2-2,mud 
 MCINVALE,3,1-2-2,mud 
 MCISAAC,3,0-1-0,mud 
 MCIVER,3,0-1-0,mud 
 MCIVOR,3,0-1-0,mud 
 MCJUNKIN,3,0-1-0,mud 
 MCJUNKINS,3,0-1-0,mud 
 MCKAIG,2,0-1,mud 
 MCKAIN,2,0-1,mud 
 MCKAMEY,3,0-1-0,mud 
 MCKANE,2,0-1,mud 
 MCKANIE,3,0-1-0,mud 
 MCKANNA,3,0-1-0,mud 
 MCKARRICK,3,0-1-0,mud 
 MCKAY,2,0-1,mud 
 MCKEAG,2,0-1,mud 
 MCKEAGUE,2,0-1,mud 
 MCKEAN,2,0-1,mud 
 MCKEAND,2,0-1,mud 
 MCKECHNIE,3,0-1-0,mud 
 MCKEE,2,0-1,mud 
 MCKEEGAN,3,0-1-0,mud 
 MCKEEHAN,3,0-1-0,mud 
 MCKEEL,2,0-1,mud 
 MCKEEMAN,3,0-1-0,mud 
 MCKEEN,2,0-1,mud 
 MCKEESPORT,3,0-1-2,mud 
 MCKEEVER,3,0-1-0,mud 
 MCKEITHAN,3,0-1-0,mud 
 MCKEITHEN,3,0-1-0,mud 
 MCKELL,2,0-1,mud 
 MCKELLAN,3,0-1-0,mud 
 MCKELLAR,3,0-1-0,mud 
 MCKELLER,3,0-1-0,mud 
 MCKELLIPS,3,0-1-0,mud 
 MCKELVEY,3,1-0-2,mud 
 MCKELVIE,3,1-0-1,mud 
 MCKELVY,3,1-0-2,mud 
 MCKEMIE,3,0-1-0,mud 
 MCKENDREE,3,0-1-0,mud 
 MCKENDRICK,3,0-1-0,mud 
 MCKENDRY,3,0-1-0,mud 
 MCKENNA,3,0-1-0,mud 
 MCKENNEY,3,0-1-0,mud 
 MCKENNON,3,0-1-0,mud 
 MCKENNY,3,0-1-0,mud 
 MCKENRICK,3,0-1-0,mud 
 MCKENZIE,3,0-1-0,mud 
 MCKEON,3,0-1-0,mud 
 MCKEONE,3,0-1-0,mud 
 MCKEOUGH,3,0-1-0,mud 
 MCKEOWN,3,0-1-0,mud 
 MCKERCHER,3,0-1-0,mud 
 MCKERN,2,0-1,mud 
 MCKERNAN,3,0-1-0,mud 
 MCKESSON,3,0-1-0,mud 
 MCKETHAN,3,0-1-0,mud 
 MCKEVITT,3,0-1-0,mud 
 MCKEY,2,0-1,mud 
 MCKIBBEN,3,0-1-0,mud 
 MCKIBBIN,3,0-1-0,mud 
 MCKIBBON,3,0-1-0,mud 
 MCKIDS,2,0-1,mud 
 MCKIE,2,0-1,mud 
 MCKIERNAN,3,0-1-0,mud 
 MCKILLIP,3,0-1-0,mud 
 MCKILLOP,3,0-1-0,mud 
 MCKIM,2,0-1,mud 
 MCKIMMEY,3,0-1-0,mud 
 MCKIMMY,3,0-1-0,mud 
 MCKINESS,3,0-1-0,mud 
 MCKINLAY,3,0-1-0,mud 
 MCKINLEY,3,0-1-0,mud 
 MCKINNEY,3,0-1-0,mud 
 MCKINNIE,3,0-1-0,mud 
 MCKINNIS,3,0-1-0,mud 
 MCKINNON,3,0-1-0,mud 
 MCKINNY,3,0-1-0,mud 
 MCKINSEY,3,0-1-0,mud 
 MCKINSTRY,3,0-1-0,mud 
 MCKINZIE,3,0-1-0,mud 
 MCKISSACK,3,0-1-0,mud 
 MCKISSIC,3,0-1-0,mud 
 MCKISSICK,3,0-1-0,mud 
 MCKITRICK,3,0-1-0,mud 
 MCKITTRICK,3,0-1-0,mud 
 MCKLATCHY,3,0-1-0,mud 
 MCKNEELY,3,0-1-0,mud 
 MCKNEW,2,0-1,mud 
 MCKNIGHT,2,0-1,mud 
 MCKONE,2,0-1,mud 
 MCKOWEN,3,0-1-0,mud 
 MCKOWN,2,0-1,mud 
 MCKOY,2,0-1,mud 
 MCKREE,2,0-0,mud 
 MCKRINKOWSKI,4,0-0-1-0,mud 
 MCKUNE,2,0-1,mud 
 MCLACHLAN,3,0-1-0,mud 
 MCLAFFERTY,4,0-1-0-0,mud 
 MCLAIN,2,0-1,mud 
 MCLAMB,2,0-1,mud 
 MCLANAHAN,4,0-1-0-0,mud 
 MCLANE,2,0-1,mud 
 MCLAREN,3,0-1-0,mud 
 MCLARNEY,3,0-1-0,mud 
 MCLARTY,3,0-1-0,mud 
 MCLAUCHLIN,3,0-1-0,mud 
 MCLAUGHLIN,3,0-1-0,mud 
 MCLAURIN,3,0-1-0,mud 
 MCLAURY,3,0-1-0,mud 
 MCLAWHORN,3,0-1-0,mud 
 MCLAY,2,0-1,mud 
 MCLEAN,2,0-1,mud 
 MCLEAR,2,0-1,mud 
 MCLEARY,3,0-1-0,mud 
 MCLEES,2,0-1,mud 
 MCLEISH,2,0-1,mud 
 MCLELAND,3,0-1-0,mud 
 MCLELLAN,3,0-1-0,mud 
 MCLELLAND,3,0-1-0,mud 
 MCLEMORE,3,0-1-0,mud 
 MCLENDON,3,0-1-0,mud 
 MCLENNAN,3,0-1-0,mud 
 MCLEOD,2,0-1,mud 
 MCLEROY,3,0-1-0,mud 
 MCLERRAN,3,0-1-0,mud 
 MCLESTER,3,0-1-0,mud 
 MCLIN,2,0-1,mud 
 MCLINDEN,3,0-1-0,mud 
 MCLINN,2,0-1,mud 
 MCLISH,2,0-1,mud 
 MCLOUD,2,0-1,mud 
 MCLOUTH,2,0-1,mud 
 MCLUCAS,3,0-1-0,mud 
 MCLUCKIE,3,0-1-0,mud 
 MCLUHAN,3,0-1-0,mud 
 MCLURE,2,0-1,mud 
 MCMACKIN,3,0-1-0,mud 
 MCMAHAN,3,0-1-0,mud 
 MCMAHEN,3,0-1-0,mud 
 MCMAHILL,3,0-1-2,mud 
 MCMAHON,3,0-1-0,mud 
 MCMAINS,2,0-1,mud 
 MCMAKEN,3,0-1-0,mud 
 MCMAKIN,3,0-1-0,mud 
 MCMANAMA,4,0-1-0-0,mud 
 MCMANAMAN,4,0-1-0-0,mud 
 MCMANAMON,4,0-1-0-0,mud 
 MCMANAWAY,4,0-1-0-0,mud 
 MCMANIGAL,4,0-1-0-0,mud 
 MCMANIS,3,0-1-0,mud 
 MCMANN,2,0-1,mud 
 MCMANNIS,3,0-1-0,mud 
 MCMANSION,3,0-1-0,mud 
 MCMANUS,3,0-1-0,mud 
 MCMARTIN,3,0-1-0,mud 
 MCMASTER,3,0-1-0,mud 
 MCMASTERS,3,0-1-0,mud 
 MCMATH,2,0-1,mud 
 MCMEANS,2,0-1,mud 
 MCMEEKIN,3,0-1-0,mud 
 MCMEEN,2,0-1,mud 
 MCMENAMIN,4,0-1-0-0,mud 
 MCMENAMY,4,0-1-0-0,mud 
 MCMENEMY,4,0-1-0-0,mud 
 MCMENNAMIN,4,0-1-0-0,mud 
 MCMICHAEL,3,0-1-0,mud 
 MCMICHEN,3,0-1-0,mud 
 MCMICKLE,3,0-1-0,mud 
 MCMIL,2,0-1,mud 
 MCMILLAN,3,0-1-0,mud 
 MCMILLEN,3,0-1-0,mud 
 MCMILLER,3,0-1-0,mud 
 MCMILLIAN,3,0-1-0,mud 
 MCMILLIN,3,0-1-0,mud 
 MCMILLION,3,0-1-0,mud 
 MCMILLON,3,0-1-0,mud 
 MCMINN,2,0-1,mud 
 MCMONAGLE,4,0-1-0-0,mud 
 MCMONIGLE,4,0-1-0-0,mud 
 MCMORAN,3,0-1-0,mud 
 MCMORRAN,3,0-1-0,mud 
 MCMORRIS,3,0-1-0,mud 
 MCMORROW,3,0-1-0,mud 
 MCMUFFIN,3,0-1-0,mud 
 MCMULLAN,3,0-1-0,mud 
 MCMULLEN,3,0-1-0,mud 
 MCMULLIN,3,0-1-0,mud 
 MCMUNN,2,0-1,mud 
 MCMURDO,3,0-1-0,mud 
 MCMURPHY,3,0-1-0,mud 
 MCMURRAY,3,0-1-0,mud 
 MCMURREY,3,0-1-0,mud 
 MCMURRY,3,0-1-0,mud 
 MCMURTREY,3,0-1-0,mud 
 MCMURTRIE,4,0-1-0-0,mud 
 MCMURTRY,3,0-1-0,mud 
 MCNAB,2,0-1,mud 
 MCNABB,2,0-1,mud 
 MCNAIR,2,0-1,mud 
 MCNAIRY,3,0-1-0,mud 
 MCNALL,2,0-1,mud 
 MCNALLEY,3,0-1-0,mud 
 MCNALLY,3,0-1-2,mud 
 MCNAMARA,4,1-0-2-0,mud 
 MCNAMEE,3,1-0-0,mud 
 MCNAMER,3,0-1-0,mud 
 MCNANEY,3,0-1-0,mud 
 MCNARY,3,0-1-0,mud 
 MCNATT,2,0-1,mud 
 MCNAUGHT,2,0-1,mud 
 MCNAUGHTON,3,0-1-0,mud 
 MCNAY,2,0-1,mud 
 MCNEAL,2,0-1,mud 
 MCNEALLY,3,0-1-0,mud 
 MCNEALY,3,0-1-0,mud 
 MCNEAR,2,0-1,mud 
 MCNEARY,3,0-1-0,mud 
 MCNEASE,2,0-1,mud 
 MCNEE,2,0-1,mud 
 MCNEECE,2,0-1,mud 
 MCNEEL,2,0-1,mud 
 MCNEELEY,3,0-1-0,mud 
 MCNEELY,3,0-1-0,mud 
 MCNEER,2,0-1,mud 
 MCNEES,2,0-1,mud 
 MCNEESE,2,0-1,mud 
 MCNEFF,2,0-1,mud 
 MCNEICE,2,0-1,mud 
 MCNEIL,2,0-1,mud 
 MCNEILL,2,0-1,mud 
 MCNEILLY,3,0-1-0,mud 
 MCNEISH,2,0-1,mud 
 MCNELIS,3,0-1-0,mud 
 MCNELLIS,3,0-1-0,mud 
 MCNELLY,3,0-1-0,mud 
 MCNEMAR,3,1-0-2,mud 
 MCNERNEY,3,0-1-0,mud 
 MCNETT,2,0-1,mud 
 MCNEVIN,3,0-1-0,mud 
 MCNEW,2,0-1,mud 
 MCNICHOL,3,0-1-0,mud 
 MCNICHOLAS,3,0-1-0,mud 
 MCNICHOLS,3,0-1-0,mud 
 MCNICKLE,3,0-1-0,mud 
 MCNICOL,3,0-1-0,mud 
 MCNIEL,2,0-1,mud 
 MCNIFF,2,0-1,mud 
 MCNINCH,2,0-1,mud 
 MCNISH,2,0-1,mud 
 MCNITT,2,0-1,mud 
 MCNORTON,3,0-1-0,mud 
 MCNUGGETS,3,0-1-0,mud 
 MCNULTY,3,0-1-0,mud 
 MCNUTT,2,0-1,mud 
 MCOMBER,3,0-1-0,mud 
 MCORP,2,1-2,mud 
 MCPAPER,3,0-1-0,mud 
 MCPARLAND,3,0-1-0,mud 
 MCPARTLAND,3,0-1-0,mud 
 MCPARTLIN,3,0-1-0,mud 
 MCPEAK,2,0-1,mud 
 MCPEAKE,2,0-1,mud 
 MCPECK,2,0-1,mud 
 MCPEEK,2,0-1,mud 
 MCPETERS,3,0-1-0,mud 
 MCPHAIL,2,0-1,mud 
 MCPHATTER,3,0-1-0,mud 
 MCPHAUL,2,0-1,mud 
 MCPHEARSON,3,0-1-0,mud 
 MCPHEE,2,0-1,mud 
 MCPHEETERS,3,0-1-0,mud 
 MCPHERON,3,0-1-0,mud 
 MCPHERSON,3,0-1-0,mud 
 MCPHIE,2,0-1,mud 
 MCPHILLIPS,3,0-1-0,mud 
 MCPIKE,2,0-1,mud 
 MCQUADE,2,0-1,mud 
 MCQUAID,2,0-1,mud 
 MCQUAIDE,2,0-1,mud 
 MCQUAIG,2,0-1,mud 
 MCQUAIN,2,0-1,mud 
 MCQUARRIE,3,0-1-2,mud 
 MCQUARY,3,0-1-2,mud 
 MCQUAY,2,0-1,mud 
 MCQUEARY,3,0-1-0,mud 
 MCQUEEN,2,0-1,mud 
 MCQUEENEY,3,0-1-0,mud 
 MCQUERRY,3,0-1-0,mud 
 MCQUETHY,3,0-1-0,mud 
 MCQUIGG,2,0-1,mud 
 MCQUILKIN,3,0-1-0,mud 
 MCQUILLAN,3,0-1-0,mud 
 MCQUILLEN,3,0-1-0,mud 
 MCQUILLIN,3,0-1-0,mud 
 MCQUINN,2,0-1,mud 
 MCQUIRE,2,0-1,mud 
 MCQUISTON,3,0-1-0,mud 
 MCQUITTY,3,0-1-0,mud 
 MCQUOWN,2,0-1,mud 
 MCRAE,2,0-1,mud 
 MCRAINEY,3,0-1-0,mud 
 MCRANEY,3,0-1-0,mud 
 MCRAY,2,0-1,mud 
 MCREE,2,0-1,mud 
 MCREYNOLDS,3,0-1-0,mud 
 MCRIGHT,2,0-1,mud 
 MCROBERTS,3,0-1-0,mud 
 MCRORIE,3,0-1-0,mud 
 MCROY,2,0-1,mud 
 MCSHAN,2,0-1,mud 
 MCSHANE,2,0-1,mud 
 MCSHEA,2,0-1,mud 
 MCSHERRY,3,0-1-0,mud 
 MCSLEEP,2,0-1,mud 
 MCSORLEY,3,0-1-0,mud 
 MCSPADDEN,3,0-1-0,mud 
 MCSTAY,2,0-1,mud 
 MCSWAIN,2,0-1,mud 
 MCSWEEN,2,0-1,mud 
 MCSWEENEY,3,0-1-0,mud 
 MCTAGGART,3,0-1-0,mud 
 MCTAGUE,2,0-1,mud 
 MCTAVISH,3,0-1-0,mud 
 MCTEER,2,0-1,mud 
 MCTERNAN,3,0-1-0,mud 
 MCTIER,3,0-1-0,mud 
 MCTIERNAN,3,0-1-0,mud 
 MCTIGHE,2,0-1,mud 
 MCTIGUE,2,0-1,mud 
 MCVAY,2,0-1,mud 
 MCVEA,2,0-1,mud 
 MCVEIGH,2,0-1,mud 
 MCVEY,2,0-1,mud 
 MCVICAR,3,0-1-0,mud 
 MCVICKER,3,0-1-0,mud 
 MCVOY,2,0-1,mud 
 MCWAIN,2,0-1,mud 
 MCWATERS,3,0-1-0,mud 
 MCWATTERS,3,0-1-0,mud 
 MCWEENEY,3,0-1-0,mud 
 MCWETHY,3,0-1-0,mud 
 MCWHERTER,3,0-1-0,mud 
 MCWHINNEY,3,0-1-0,mud 
 MCWHIRT,2,0-1,mud 
 MCWHIRTER,3,0-1-0,mud 
 MCWHITE,2,0-1,mud 
 MCWHORTER,3,0-1-0,mud 
 MCWILLIAM,3,0-1-0,mud 
 MCWILLIAMS,3,0-1-0,mud 
 MCWRIGHT,2,0-1,mud 
 MCZEAL,2,0-1,mud 
 MD,2,2-1,mud 
 ME,1,1,mud 
 MEA,1,1,mud 
 MEACHAM,2,1-0,mud 
 MEACHUM,2,1-0,mud 
 MEAD,1,1,mud 
 MEADE,1,1,mud 
 MEADER,2,1-0,mud 
 MEADERS,2,1-0,mud 
 MEADOR,2,1-0,mud 
 MEADORS,2,1-0,mud 
 MEADOW,2,1-2,mud 
 MEADOWLAND,3,1-0-1,mud 
 MEADOWLANDS,3,1-0-1,mud 
 MEADOWLARK,3,1-0-2,mud 
 MEADOWS,2,1-2,mud 
 MEADS,1,1,mud 
 MEAGER,2,1-0,mud 
 MEAGHER,1,1,mud 
 MEAKER,2,1-0,mud 
 MEAKIN,2,1-0,mud 
 MEAL,1,1,mud 
 MEALER,2,1-0,mud 
 MEALEY,2,1-0,mud 
 MEALING,2,1-0,mud 
 MEALO,3,1-0-1,mud 
 MEALOR,2,1-0,mud 
 MEALS,1,1,mud 
 MEALTIME,2,1-2,mud 
 MEALY,2,1-0,mud 
 MEALYNOSE,3,1-0-2,mud 
 MEALYNOSED,3,1-0-2,mud 
 MEAN,1,1,mud 
 MEANDER,3,0-1-0,mud 
 MEANDERED,3,0-1-0,mud 
 MEANDERING,4,0-1-0-0,mud 
 MEANDERS,3,0-1-0,mud 
 MEANER,2,1-0,mud 
 MEANEST,2,1-0,mud 
 MEANEY,2,1-0,mud 
 MEANING,2,1-0,mud 
 MEANINGFUL,3,1-0-0,mud 
 MEANINGFULLY,4,1-0-0-0,mud 
 MEANINGLESS,3,1-0-0,mud 
 MEANINGS,2,1-0,mud 
 MEANNESS,2,1-0,mud 
 MEANOR,2,1-0,mud 
 MEANS,1,1,mud 
 MEANT,1,1,mud 
 MEANTIME,2,1-2,mud 
 MEANWHILE,2,1-2,mud 
 MEANY,2,1-0,mud 
 MEAR,1,1,mud 
 MEARA,2,1-0,mud 
 MEARES,1,1,mud 
 MEARNS,1,1,mud 
 MEARS,1,1,mud 
 MEASE,1,1,mud 
 MEASEL,2,1-0,mud 
 MEASLES,2,1-0,mud 
 MEASLY,2,1-0,mud 
 MEASURABLE,4,1-0-0-0,mud 
 MEASURABLY,4,1-0-0-0,mud 
 MEASURE,2,1-0,mud 
 MEASURED,2,1-0,mud 
 MEASUREMENT,3,1-0-0,mud 
 MEASUREMENTS,3,1-0-0,mud 
 MEASURES,2,1-0,mud 
 MEASUREX,3,1-0-0,mud 
 MEASURING,3,1-0-0,mud 
 MEAT,1,1,mud 
 MEATBALL,2,1-2,mud 
 MEATBALLS,2,1-2,mud 
 MEATH,1,1,mud 
 MEATIER,3,1-0-0,mud 
 MEATLESS,2,1-0,mud 
 MEATLOAF,2,1-0,mud 
 MEATPACKER,3,1-2-0,mud 
 MEATPACKERS,3,1-2-0,mud 
 MEATPACKING,3,1-2-0,mud 
 MEATS,1,1,mud 
 MEATY,2,1-0,mud 
 MEAUX,1,1,mud 
 MEAVE,1,1,mud 
 MEBANE,2,1-0,mud 
 MECA,2,1-0,mud 
 MECCA,2,1-0,mud 
 MECH,1,1,mud 
 MECHAM,2,1-0,mud 
 MECHANIC,3,0-1-0,mud 
 MECHANICAL,4,0-1-0-0,mud 
 MECHANICALLY,4,0-1-0-0,mud 
 MECHANICS,3,0-1-0,mud 
 MECHANICSBURG,4,0-1-0-0,mud 
 MECHANISM,4,1-0-2-0,mud 
 MECHANISMS,4,1-0-2-0,mud 
 MECHANISTIC,4,2-0-1-0,mud 
 MECHANIZATION,5,2-0-0-1-0,mud 
 MECHANIZE,3,1-0-2,mud 
 MECHANIZED,3,1-0-2,mud 
 MECHE,1,1,mud 
 MECHEM,2,1-0,mud 
 MECHLER,2,1-0,mud 
 MECHLING,2,1-0,mud 
 MECIAR,3,1-0-0,mud 
 MECK,1,1,mud 
 MECKEL,2,1-0,mud 
 MECKES,1,1,mud 
 MECKLENBURG,3,1-0-0,mud 
 MECKLER,2,1-0,mud 
 MECKLEY,2,1-0,mud 
 MECKSTROTH,2,1-0,mud 
 MECUM,2,1-0,mud 
 MED,1,1,mud 
 MEDA,2,1-0,mud 
 MEDAGLIA,4,0-1-0-0,mud 
 MEDAL,2,1-0,mud 
 MEDALIST,3,1-0-0,mud 
 MEDALISTS,3,1-0-0,mud 
 MEDALLION,3,0-1-0,mud 
 MEDALLIONS,3,0-1-0,mud 
 MEDALS,2,1-0,mud 
 MEDAPHIS,3,1-0-2,mud 
 MEDAR,2,1-0,mud 
 MEDAREX,3,1-0-2,mud 
 MEDARIS,3,0-1-0,mud 
 MEDCALF,2,1-0,mud 
 MEDCHEM,2,1-2,mud 
 MEDCO,2,1-0,mud 
 MEDDAUGH,2,1-0,mud 
 MEDDERS,2,1-0,mud 
 MEDDLE,2,1-0,mud 
 MEDDLESOME,3,1-0-0,mud 
 MEDDLING,3,1-0-0,mud 
 MEDEA,3,0-1-0,mud 
 MEDEARIS,3,1-0-0,mud 
 MEDECIN,3,1-0-2,mud 
 MEDECINS,3,1-0-2,mud 
 MEDEIROS,3,0-1-0,mud 
 MEDEL,2,1-0,mud 
 MEDELLIN,3,0-1-0,mud 
 MEDEMA,3,0-1-0,mud 
 MEDENDORP,3,1-0-0,mud 
 MEDER,2,1-0,mud 
 MEDEROS,3,1-0-0,mud 
 MEDES,1,1,mud 
 MEDEVA,3,2-1-0,mud 
 MEDEX,2,1-0,mud 
 MEDFACT,2,1-1,mud 
 MEDFACTS,2,1-1,mud 
 MEDFIRST,2,1-1,mud 
 MEDFLY,2,1-0,mud 
 MEDFORD,2,1-0,mud 
 MEDGAR,2,1-0,mud 
 MEDI,2,1-0,mud 
 MEDIA,3,1-0-0,mud 
 MEDIAL,3,1-0-0,mud 
 MEDIAMARK,4,1-0-0-1,mud 
 MEDIAN,3,1-0-0,mud 
 MEDIANEWS,4,1-0-0-2,mud 
 MEDIASET,4,1-0-0-2,mud 
 MEDIATE,3,1-0-2,mud 
 MEDIATED,4,1-0-2-0,mud 
 MEDIATING,4,1-0-2-0,mud 
 MEDIATION,4,2-0-1-0,mud 
 MEDIATOR,4,1-0-2-0,mud 
 MEDIATORS,4,1-0-2-0,mud 
 MEDIC,2,1-0,mud 
 MEDICAID,3,1-0-2,mud 
 MEDICAL,3,1-0-0,mud 
 MEDICALLY,3,1-0-0,mud 
 MEDICARE,3,1-0-2,mud 
 MEDICATE,3,1-0-2,mud 
 MEDICATED,4,1-0-2-0,mud 
 MEDICATES,3,1-0-2,mud 
 MEDICATING,4,1-0-2-0,mud 
 MEDICATION,4,2-0-1-0,mud 
 MEDICATIONS,4,2-0-1-0,mud 
 MEDICI,3,0-1-0,mud 
 MEDICINAL,4,0-1-0-0,mud 
 MEDICINALLY,5,0-1-0-0-0,mud 
 MEDICINE,3,1-0-0,mud 
 MEDICINES,3,1-0-0,mud 
 MEDICO,3,1-0-2,mud 
 MEDICS,2,1-0,mud 
 MEDICUS,3,1-0-0,mud 
 MEDIEVAL,3,0-1-0,mud 
 MEDIGAP,3,1-0-0,mud 
 MEDIL,2,0-1,mud 
 MEDIMMUNE,3,1-0-2,mud 
 MEDIN,2,0-1,mud 
 MEDINA,3,0-1-0,mud 
 MEDINGER,3,1-0-0,mud 
 MEDIO,3,1-0-0,mud 
 MEDIOBANCA,5,0-2-0-1-0,mud 
 MEDIOCRE,4,2-0-1-0,mud 
 MEDIOCRITY,5,2-0-1-0-0,mud 
 MEDIPLEX,3,1-0-2,mud 
 MEDIQ,2,0-1,mud 
 MEDISCARE,3,1-0-2,mud 
 MEDISGROUP,3,1-0-2,mud 
 MEDISGROUPS,3,1-0-2,mud 
